,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,address,non_residential_change_from_baseline
147118,PH,Philippines,Cagayan Valley,,2020-02-27,-8.0,-1.0,-2.0,-5.0,8.0,0.0,"Cagayan Valley, Philippines",-1.6
147119,PH,Philippines,Cagayan Valley,,2020-02-28,-4.0,-1.0,1.0,-6.0,14.0,0.0,"Cagayan Valley, Philippines",0.8
147120,PH,Philippines,Cagayan Valley,,2020-02-29,-2.0,3.0,1.0,-4.0,12.0,1.0,"Cagayan Valley, Philippines",2.0
147121,PH,Philippines,Cagayan Valley,,2020-03-01,1.0,5.0,0.0,1.0,5.0,2.0,"Cagayan Valley, Philippines",2.4
147122,PH,Philippines,Cagayan Valley,,2020-03-02,-8.0,-3.0,-2.0,-8.0,5.0,1.0,"Cagayan Valley, Philippines",-3.2
147123,PH,Philippines,Cagayan Valley,,2020-03-03,-3.0,2.0,-2.0,-3.0,7.0,0.0,"Cagayan Valley, Philippines",0.2
147124,PH,Philippines,Cagayan Valley,,2020-03-04,-2.0,3.0,-4.0,-1.0,7.0,0.0,"Cagayan Valley, Philippines",0.6
147125,PH,Philippines,Cagayan Valley,,2020-03-05,-4.0,2.0,1.0,-3.0,10.0,0.0,"Cagayan Valley, Philippines",1.2
147126,PH,Philippines,Cagayan Valley,,2020-03-06,-4.0,1.0,0.0,0.0,12.0,1.0,"Cagayan Valley, Philippines",1.8
147127,PH,Philippines,Cagayan Valley,,2020-03-07,-1.0,4.0,2.0,6.0,12.0,0.0,"Cagayan Valley, Philippines",4.6
147128,PH,Philippines,Cagayan Valley,,2020-03-08,-1.0,2.0,4.0,8.0,4.0,2.0,"Cagayan Valley, Philippines",3.4
147129,PH,Philippines,Cagayan Valley,,2020-03-09,-3.0,2.0,6.0,1.0,-1.0,2.0,"Cagayan Valley, Philippines",1.0
147130,PH,Philippines,Cagayan Valley,,2020-03-10,0.0,5.0,3.0,-2.0,-3.0,2.0,"Cagayan Valley, Philippines",0.6
147131,PH,Philippines,Cagayan Valley,,2020-03-11,2.0,9.0,5.0,0.0,-1.0,1.0,"Cagayan Valley, Philippines",3.0
147132,PH,Philippines,Cagayan Valley,,2020-03-12,-3.0,9.0,7.0,4.0,-1.0,2.0,"Cagayan Valley, Philippines",3.2
147133,PH,Philippines,Cagayan Valley,,2020-03-13,-4.0,8.0,4.0,5.0,4.0,2.0,"Cagayan Valley, Philippines",3.4
147134,PH,Philippines,Cagayan Valley,,2020-03-14,-11.0,4.0,1.0,5.0,0.0,4.0,"Cagayan Valley, Philippines",-0.2
147135,PH,Philippines,Cagayan Valley,,2020-03-15,-25.0,-13.0,-2.0,-14.0,-6.0,7.0,"Cagayan Valley, Philippines",-12.0
147136,PH,Philippines,Cagayan Valley,,2020-03-16,-23.0,-5.0,6.0,-21.0,-31.0,13.0,"Cagayan Valley, Philippines",-14.8
147137,PH,Philippines,Cagayan Valley,,2020-03-17,-41.0,-14.0,2.0,-35.0,-44.0,15.0,"Cagayan Valley, Philippines",-26.4
147138,PH,Philippines,Cagayan Valley,,2020-03-18,-63.0,-45.0,-4.0,-54.0,-57.0,22.0,"Cagayan Valley, Philippines",-44.6
147139,PH,Philippines,Cagayan Valley,,2020-03-19,-68.0,-54.0,-3.0,-59.0,-59.0,21.0,"Cagayan Valley, Philippines",-48.6
147140,PH,Philippines,Cagayan Valley,,2020-03-20,-71.0,-56.0,-12.0,-65.0,-59.0,27.0,"Cagayan Valley, Philippines",-52.6
147141,PH,Philippines,Cagayan Valley,,2020-03-21,-76.0,-63.0,-25.0,-68.0,-43.0,22.0,"Cagayan Valley, Philippines",-55.0
147142,PH,Philippines,Cagayan Valley,,2020-03-22,-78.0,-67.0,-28.0,-72.0,-38.0,22.0,"Cagayan Valley, Philippines",-56.6
147143,PH,Philippines,Cagayan Valley,,2020-03-23,-73.0,-59.0,-12.0,-67.0,-65.0,30.0,"Cagayan Valley, Philippines",-55.2
147144,PH,Philippines,Cagayan Valley,,2020-03-24,-73.0,-60.0,-16.0,-69.0,-65.0,28.0,"Cagayan Valley, Philippines",-56.6
147145,PH,Philippines,Cagayan Valley,,2020-03-25,-73.0,-61.0,-15.0,-70.0,-65.0,28.0,"Cagayan Valley, Philippines",-56.8
147146,PH,Philippines,Cagayan Valley,,2020-03-26,-74.0,-61.0,-14.0,-70.0,-64.0,28.0,"Cagayan Valley, Philippines",-56.6
147147,PH,Philippines,Cagayan Valley,,2020-03-27,-74.0,-60.0,-19.0,-73.0,-63.0,31.0,"Cagayan Valley, Philippines",-57.8
147148,PH,Philippines,Cagayan Valley,,2020-03-28,-77.0,-64.0,-29.0,-72.0,-45.0,25.0,"Cagayan Valley, Philippines",-57.4
147149,PH,Philippines,Cagayan Valley,,2020-03-29,-80.0,-72.0,-30.0,-74.0,-39.0,24.0,"Cagayan Valley, Philippines",-59.0
147150,PH,Philippines,Cagayan Valley,,2020-03-30,-75.0,-67.0,-15.0,-71.0,-66.0,31.0,"Cagayan Valley, Philippines",-58.8
147151,PH,Philippines,Cagayan Valley,,2020-03-31,-75.0,-66.0,-15.0,-71.0,-66.0,29.0,"Cagayan Valley, Philippines",-58.6
147152,PH,Philippines,Cagayan Valley,,2020-04-01,-75.0,-64.0,-15.0,-70.0,-66.0,28.0,"Cagayan Valley, Philippines",-58.0
147153,PH,Philippines,Cagayan Valley,,2020-04-02,-76.0,-66.0,-14.0,-72.0,-65.0,29.0,"Cagayan Valley, Philippines",-58.6
147154,PH,Philippines,Cagayan Valley,,2020-04-03,-77.0,-66.0,-18.0,-74.0,-62.0,32.0,"Cagayan Valley, Philippines",-59.4
147155,PH,Philippines,Cagayan Valley,,2020-04-04,-78.0,-68.0,-28.0,-73.0,-44.0,25.0,"Cagayan Valley, Philippines",-58.2
147156,PH,Philippines,Cagayan Valley,,2020-04-05,-80.0,-72.0,-30.0,-75.0,-38.0,24.0,"Cagayan Valley, Philippines",-59.0
147157,PH,Philippines,Cagayan Valley,,2020-04-06,-73.0,-61.0,-14.0,-71.0,-64.0,31.0,"Cagayan Valley, Philippines",-56.6
147158,PH,Philippines,Cagayan Valley,,2020-04-07,-72.0,-60.0,-15.0,-70.0,-65.0,29.0,"Cagayan Valley, Philippines",-56.4
147159,PH,Philippines,Cagayan Valley,,2020-04-08,-70.0,-55.0,-13.0,-69.0,-64.0,26.0,"Cagayan Valley, Philippines",-54.2
147160,PH,Philippines,Cagayan Valley,,2020-04-09,-80.0,-74.0,-14.0,-74.0,-70.0,30.0,"Cagayan Valley, Philippines",-62.4
147161,PH,Philippines,Cagayan Valley,,2020-04-10,-85.0,-81.0,-21.0,-82.0,-72.0,35.0,"Cagayan Valley, Philippines",-68.2
147162,PH,Philippines,Cagayan Valley,,2020-04-11,-78.0,-67.0,-29.0,-75.0,-46.0,24.0,"Cagayan Valley, Philippines",-59.0
147163,PH,Philippines,Cagayan Valley,,2020-04-12,-80.0,-72.0,-30.0,-75.0,-38.0,23.0,"Cagayan Valley, Philippines",-59.0
147164,PH,Philippines,Cagayan Valley,,2020-04-13,-70.0,-57.0,-12.0,-68.0,-62.0,31.0,"Cagayan Valley, Philippines",-53.8
147165,PH,Philippines,Cagayan Valley,,2020-04-14,-71.0,-58.0,-17.0,-68.0,-63.0,29.0,"Cagayan Valley, Philippines",-55.4
147166,PH,Philippines,Cagayan Valley,,2020-04-15,-72.0,-60.0,-16.0,-70.0,-62.0,28.0,"Cagayan Valley, Philippines",-56.0
147167,PH,Philippines,Cagayan Valley,,2020-04-16,-74.0,-62.0,-14.0,-70.0,-62.0,29.0,"Cagayan Valley, Philippines",-56.4
147168,PH,Philippines,Cagayan Valley,,2020-04-17,-76.0,-65.0,-19.0,-73.0,-59.0,32.0,"Cagayan Valley, Philippines",-58.4
147169,PH,Philippines,Cagayan Valley,,2020-04-18,-78.0,-68.0,-29.0,-73.0,-40.0,24.0,"Cagayan Valley, Philippines",-57.6
147170,PH,Philippines,Cagayan Valley,,2020-04-19,-80.0,-72.0,-30.0,-75.0,-35.0,23.0,"Cagayan Valley, Philippines",-58.4
147171,PH,Philippines,Cagayan Valley,,2020-04-20,-72.0,-59.0,-11.0,-70.0,-61.0,31.0,"Cagayan Valley, Philippines",-54.6
147172,PH,Philippines,Cagayan Valley,,2020-04-21,-72.0,-61.0,-15.0,-69.0,-62.0,28.0,"Cagayan Valley, Philippines",-55.8
147173,PH,Philippines,Cagayan Valley,,2020-04-22,-74.0,-63.0,-15.0,-71.0,-62.0,27.0,"Cagayan Valley, Philippines",-57.0
147174,PH,Philippines,Cagayan Valley,,2020-04-23,-75.0,-63.0,-16.0,-71.0,-61.0,28.0,"Cagayan Valley, Philippines",-57.2
147175,PH,Philippines,Cagayan Valley,,2020-04-24,-75.0,-64.0,-19.0,-72.0,-58.0,30.0,"Cagayan Valley, Philippines",-57.6
147176,PH,Philippines,Cagayan Valley,,2020-04-25,-77.0,-67.0,-29.0,-72.0,-37.0,23.0,"Cagayan Valley, Philippines",-56.4
147177,PH,Philippines,Cagayan Valley,,2020-04-26,-80.0,-72.0,-31.0,-73.0,-32.0,23.0,"Cagayan Valley, Philippines",-57.6
147178,PH,Philippines,Cagayan Valley,,2020-04-27,-72.0,-60.0,-14.0,-67.0,-60.0,30.0,"Cagayan Valley, Philippines",-54.6
147179,PH,Philippines,Cagayan Valley,,2020-04-28,-71.0,-59.0,-15.0,-70.0,-60.0,28.0,"Cagayan Valley, Philippines",-55.0
147180,PH,Philippines,Cagayan Valley,,2020-04-29,-70.0,-56.0,-7.0,-67.0,-58.0,25.0,"Cagayan Valley, Philippines",-51.6
147181,PH,Philippines,Cagayan Valley,,2020-04-30,-79.0,-53.0,14.0,-58.0,-59.0,26.0,"Cagayan Valley, Philippines",-47.0
147182,PH,Philippines,Cagayan Valley,,2020-05-01,-78.0,-51.0,12.0,-60.0,-59.0,28.0,"Cagayan Valley, Philippines",-47.2
147183,PH,Philippines,Cagayan Valley,,2020-05-02,-78.0,-50.0,-3.0,-57.0,-30.0,21.0,"Cagayan Valley, Philippines",-43.6
147184,PH,Philippines,Cagayan Valley,,2020-05-03,-80.0,-57.0,-5.0,-61.0,-26.0,20.0,"Cagayan Valley, Philippines",-45.8
147185,PH,Philippines,Cagayan Valley,,2020-05-04,-73.0,-37.0,18.0,-43.0,-49.0,24.0,"Cagayan Valley, Philippines",-36.8
147186,PH,Philippines,Cagayan Valley,,2020-05-05,-72.0,-37.0,18.0,-48.0,-49.0,22.0,"Cagayan Valley, Philippines",-37.6
147187,PH,Philippines,Cagayan Valley,,2020-05-06,-71.0,-34.0,19.0,-45.0,-48.0,23.0,"Cagayan Valley, Philippines",-35.8
147188,PH,Philippines,Cagayan Valley,,2020-05-07,-69.0,-35.0,22.0,-44.0,-47.0,22.0,"Cagayan Valley, Philippines",-34.6
147189,PH,Philippines,Cagayan Valley,,2020-05-08,-69.0,-37.0,16.0,-48.0,-42.0,25.0,"Cagayan Valley, Philippines",-36.0
147190,PH,Philippines,Cagayan Valley,,2020-05-09,-71.0,-38.0,6.0,-48.0,-21.0,17.0,"Cagayan Valley, Philippines",-34.4
147191,PH,Philippines,Cagayan Valley,,2020-05-10,-71.0,-44.0,4.0,-51.0,-17.0,18.0,"Cagayan Valley, Philippines",-35.8
147192,PH,Philippines,Cagayan Valley,,2020-05-11,-66.0,-30.0,24.0,-41.0,-45.0,24.0,"Cagayan Valley, Philippines",-31.6
147193,PH,Philippines,Cagayan Valley,,2020-05-12,-66.0,-31.0,22.0,-42.0,-46.0,22.0,"Cagayan Valley, Philippines",-32.6
147194,PH,Philippines,Cagayan Valley,,2020-05-13,-67.0,-32.0,21.0,-44.0,-45.0,20.0,"Cagayan Valley, Philippines",-33.4
147195,PH,Philippines,Cagayan Valley,,2020-05-14,-66.0,-33.0,20.0,-43.0,-43.0,21.0,"Cagayan Valley, Philippines",-33.0
147196,PH,Philippines,Cagayan Valley,,2020-05-15,-69.0,-37.0,12.0,-48.0,-42.0,25.0,"Cagayan Valley, Philippines",-36.8
147197,PH,Philippines,Cagayan Valley,,2020-05-16,-70.0,-39.0,0.0,-51.0,-20.0,20.0,"Cagayan Valley, Philippines",-36.0
147198,PH,Philippines,Cagayan Valley,,2020-05-17,-70.0,-45.0,1.0,-53.0,-14.0,18.0,"Cagayan Valley, Philippines",-36.2
147199,PH,Philippines,Cagayan Valley,,2020-05-18,-62.0,-25.0,25.0,-38.0,-41.0,23.0,"Cagayan Valley, Philippines",-28.2
147200,PH,Philippines,Cagayan Valley,,2020-05-19,-63.0,-29.0,21.0,-40.0,-43.0,21.0,"Cagayan Valley, Philippines",-30.8
147201,PH,Philippines,Cagayan Valley,,2020-05-20,-60.0,-28.0,24.0,-41.0,-43.0,21.0,"Cagayan Valley, Philippines",-29.6
147202,PH,Philippines,Cagayan Valley,,2020-05-21,-61.0,-27.0,25.0,-38.0,-41.0,21.0,"Cagayan Valley, Philippines",-28.4
147203,PH,Philippines,Cagayan Valley,,2020-05-22,-61.0,-29.0,19.0,-43.0,-37.0,23.0,"Cagayan Valley, Philippines",-30.2
147204,PH,Philippines,Cagayan Valley,,2020-05-23,-65.0,-34.0,5.0,-42.0,-12.0,17.0,"Cagayan Valley, Philippines",-29.6
147205,PH,Philippines,Cagayan Valley,,2020-05-24,-68.0,-45.0,4.0,-48.0,-12.0,18.0,"Cagayan Valley, Philippines",-33.8
147206,PH,Philippines,Cagayan Valley,,2020-05-25,-64.0,-30.0,29.0,-42.0,-53.0,26.0,"Cagayan Valley, Philippines",-32.0
147207,PH,Philippines,Cagayan Valley,,2020-05-26,-59.0,-27.0,24.0,-36.0,-41.0,19.0,"Cagayan Valley, Philippines",-27.8
147208,PH,Philippines,Cagayan Valley,,2020-05-27,-59.0,-27.0,26.0,-38.0,-41.0,19.0,"Cagayan Valley, Philippines",-27.8
147209,PH,Philippines,Cagayan Valley,,2020-05-28,-60.0,-25.0,26.0,-35.0,-39.0,20.0,"Cagayan Valley, Philippines",-26.6
147210,PH,Philippines,Cagayan Valley,,2020-05-29,-59.0,-25.0,23.0,-37.0,-34.0,22.0,"Cagayan Valley, Philippines",-26.4
147211,PH,Philippines,Cagayan Valley,,2020-05-30,-63.0,-31.0,9.0,-41.0,-9.0,16.0,"Cagayan Valley, Philippines",-27.0
147212,PH,Philippines,Cagayan Valley,,2020-05-31,-65.0,-38.0,11.0,-44.0,-6.0,16.0,"Cagayan Valley, Philippines",-28.4
147213,PH,Philippines,Cagayan Valley,,2020-06-01,-55.0,-16.0,35.0,-24.0,-35.0,20.0,"Cagayan Valley, Philippines",-19.0
147214,PH,Philippines,Cagayan Valley,,2020-06-02,-54.0,-18.0,31.0,-27.0,-37.0,19.0,"Cagayan Valley, Philippines",-21.0
147215,PH,Philippines,Cagayan Valley,,2020-06-03,-54.0,-18.0,32.0,-28.0,-37.0,19.0,"Cagayan Valley, Philippines",-21.0
147216,PH,Philippines,Cagayan Valley,,2020-06-04,-56.0,-19.0,33.0,-26.0,-36.0,18.0,"Cagayan Valley, Philippines",-20.8
147217,PH,Philippines,Cagayan Valley,,2020-06-05,-55.0,-21.0,31.0,-32.0,-32.0,21.0,"Cagayan Valley, Philippines",-21.8
147218,PH,Philippines,Calabarzon,,2020-02-15,9.0,9.0,15.0,5.0,11.0,-1.0,"Calabarzon, Philippines",9.8
147219,PH,Philippines,Calabarzon,,2020-02-16,9.0,8.0,10.0,2.0,1.0,0.0,"Calabarzon, Philippines",6.0
147220,PH,Philippines,Calabarzon,,2020-02-17,1.0,2.0,2.0,-1.0,10.0,0.0,"Calabarzon, Philippines",2.8
147221,PH,Philippines,Calabarzon,,2020-02-18,0.0,1.0,1.0,2.0,9.0,0.0,"Calabarzon, Philippines",2.6
147222,PH,Philippines,Calabarzon,,2020-02-19,-2.0,-2.0,0.0,-5.0,9.0,0.0,"Calabarzon, Philippines",0.0
147223,PH,Philippines,Calabarzon,,2020-02-20,0.0,-1.0,0.0,-2.0,8.0,0.0,"Calabarzon, Philippines",1.0
147224,PH,Philippines,Calabarzon,,2020-02-21,-3.0,1.0,-1.0,-4.0,10.0,0.0,"Calabarzon, Philippines",0.6
147225,PH,Philippines,Calabarzon,,2020-02-22,1.0,3.0,8.0,-1.0,11.0,0.0,"Calabarzon, Philippines",4.4
147226,PH,Philippines,Calabarzon,,2020-02-23,0.0,0.0,5.0,-5.0,2.0,1.0,"Calabarzon, Philippines",0.4
147227,PH,Philippines,Calabarzon,,2020-02-24,2.0,1.0,6.0,-4.0,7.0,0.0,"Calabarzon, Philippines",2.4
147228,PH,Philippines,Calabarzon,,2020-02-25,12.0,6.0,30.0,-4.0,-40.0,11.0,"Calabarzon, Philippines",0.8
147229,PH,Philippines,Calabarzon,,2020-02-26,-1.0,-1.0,2.0,1.0,9.0,-1.0,"Calabarzon, Philippines",2.0
147230,PH,Philippines,Calabarzon,,2020-02-27,-1.0,-1.0,-1.0,-2.0,8.0,0.0,"Calabarzon, Philippines",0.6
147231,PH,Philippines,Calabarzon,,2020-02-28,1.0,5.0,0.0,-2.0,11.0,0.0,"Calabarzon, Philippines",3.0
147232,PH,Philippines,Calabarzon,,2020-02-29,8.0,11.0,11.0,6.0,12.0,-1.0,"Calabarzon, Philippines",9.6
147233,PH,Philippines,Calabarzon,,2020-03-01,8.0,10.0,11.0,3.0,3.0,0.0,"Calabarzon, Philippines",7.0
147234,PH,Philippines,Calabarzon,,2020-03-02,3.0,5.0,4.0,-2.0,12.0,0.0,"Calabarzon, Philippines",4.4
147235,PH,Philippines,Calabarzon,,2020-03-03,3.0,4.0,3.0,2.0,11.0,0.0,"Calabarzon, Philippines",4.6
147236,PH,Philippines,Calabarzon,,2020-03-04,1.0,2.0,3.0,-4.0,10.0,0.0,"Calabarzon, Philippines",2.4
147237,PH,Philippines,Calabarzon,,2020-03-05,3.0,3.0,3.0,0.0,9.0,0.0,"Calabarzon, Philippines",3.6
147238,PH,Philippines,Calabarzon,,2020-03-06,0.0,5.0,5.0,-1.0,11.0,0.0,"Calabarzon, Philippines",4.0
147239,PH,Philippines,Calabarzon,,2020-03-07,3.0,6.0,12.0,1.0,10.0,0.0,"Calabarzon, Philippines",6.4
147240,PH,Philippines,Calabarzon,,2020-03-08,2.0,4.0,11.0,-3.0,2.0,1.0,"Calabarzon, Philippines",3.2
147241,PH,Philippines,Calabarzon,,2020-03-09,-1.0,2.0,3.0,-4.0,8.0,1.0,"Calabarzon, Philippines",1.6
147242,PH,Philippines,Calabarzon,,2020-03-10,1.0,6.0,1.0,-2.0,-3.0,3.0,"Calabarzon, Philippines",0.6
147243,PH,Philippines,Calabarzon,,2020-03-11,-1.0,7.0,0.0,-7.0,-5.0,4.0,"Calabarzon, Philippines",-1.2
147244,PH,Philippines,Calabarzon,,2020-03-12,-2.0,8.0,-2.0,-4.0,-9.0,6.0,"Calabarzon, Philippines",-1.8
147245,PH,Philippines,Calabarzon,,2020-03-13,-6.0,15.0,-6.0,-5.0,-12.0,8.0,"Calabarzon, Philippines",-2.8
147246,PH,Philippines,Calabarzon,,2020-03-14,-12.0,8.0,-10.0,-8.0,-4.0,6.0,"Calabarzon, Philippines",-5.2
147247,PH,Philippines,Calabarzon,,2020-03-15,-34.0,-12.0,-30.0,-37.0,-10.0,10.0,"Calabarzon, Philippines",-24.6
147248,PH,Philippines,Calabarzon,,2020-03-16,-23.0,-2.0,-19.0,-28.0,-31.0,15.0,"Calabarzon, Philippines",-20.6
147249,PH,Philippines,Calabarzon,,2020-03-17,-50.0,-18.0,-31.0,-53.0,-60.0,25.0,"Calabarzon, Philippines",-42.4
147250,PH,Philippines,Calabarzon,,2020-03-18,-65.0,-41.0,-41.0,-71.0,-69.0,31.0,"Calabarzon, Philippines",-57.4
147251,PH,Philippines,Calabarzon,,2020-03-19,-69.0,-48.0,-46.0,-75.0,-72.0,33.0,"Calabarzon, Philippines",-62.0
147252,PH,Philippines,Calabarzon,,2020-03-20,-72.0,-49.0,-51.0,-78.0,-72.0,36.0,"Calabarzon, Philippines",-64.4
147253,PH,Philippines,Calabarzon,,2020-03-21,-76.0,-55.0,-60.0,-78.0,-63.0,29.0,"Calabarzon, Philippines",-66.4
147254,PH,Philippines,Calabarzon,,2020-03-22,-80.0,-62.0,-64.0,-81.0,-56.0,24.0,"Calabarzon, Philippines",-68.6
147255,PH,Philippines,Calabarzon,,2020-03-23,-74.0,-56.0,-52.0,-80.0,-75.0,35.0,"Calabarzon, Philippines",-67.4
147256,PH,Philippines,Calabarzon,,2020-03-24,-75.0,-57.0,-54.0,-78.0,-76.0,36.0,"Calabarzon, Philippines",-68.0
147257,PH,Philippines,Calabarzon,,2020-03-25,-75.0,-58.0,-54.0,-79.0,-76.0,36.0,"Calabarzon, Philippines",-68.4
147258,PH,Philippines,Calabarzon,,2020-03-26,-76.0,-59.0,-55.0,-79.0,-77.0,37.0,"Calabarzon, Philippines",-69.2
147259,PH,Philippines,Calabarzon,,2020-03-27,-76.0,-56.0,-57.0,-79.0,-76.0,39.0,"Calabarzon, Philippines",-68.8
147260,PH,Philippines,Calabarzon,,2020-03-28,-77.0,-59.0,-64.0,-79.0,-66.0,31.0,"Calabarzon, Philippines",-69.0
147261,PH,Philippines,Calabarzon,,2020-03-29,-82.0,-67.0,-68.0,-83.0,-59.0,26.0,"Calabarzon, Philippines",-71.8
147262,PH,Philippines,Calabarzon,,2020-03-30,-78.0,-64.0,-56.0,-83.0,-77.0,36.0,"Calabarzon, Philippines",-71.6
147263,PH,Philippines,Calabarzon,,2020-03-31,-76.0,-61.0,-55.0,-79.0,-78.0,36.0,"Calabarzon, Philippines",-69.8
147264,PH,Philippines,Calabarzon,,2020-04-01,-77.0,-63.0,-56.0,-80.0,-77.0,36.0,"Calabarzon, Philippines",-70.6
147265,PH,Philippines,Calabarzon,,2020-04-02,-78.0,-64.0,-57.0,-80.0,-78.0,37.0,"Calabarzon, Philippines",-71.4
147266,PH,Philippines,Calabarzon,,2020-04-03,-79.0,-63.0,-60.0,-82.0,-76.0,40.0,"Calabarzon, Philippines",-72.0
147267,PH,Philippines,Calabarzon,,2020-04-04,-81.0,-65.0,-66.0,-82.0,-67.0,32.0,"Calabarzon, Philippines",-72.2
147268,PH,Philippines,Calabarzon,,2020-04-05,-82.0,-68.0,-68.0,-84.0,-59.0,26.0,"Calabarzon, Philippines",-72.2
147269,PH,Philippines,Calabarzon,,2020-04-06,-77.0,-64.0,-56.0,-83.0,-76.0,37.0,"Calabarzon, Philippines",-71.2
147270,PH,Philippines,Calabarzon,,2020-04-07,-75.0,-59.0,-56.0,-79.0,-77.0,36.0,"Calabarzon, Philippines",-69.2
147271,PH,Philippines,Calabarzon,,2020-04-08,-73.0,-56.0,-54.0,-78.0,-76.0,35.0,"Calabarzon, Philippines",-67.4
147272,PH,Philippines,Calabarzon,,2020-04-09,-83.0,-71.0,-58.0,-83.0,-82.0,39.0,"Calabarzon, Philippines",-75.4
147273,PH,Philippines,Calabarzon,,2020-04-10,-89.0,-82.0,-66.0,-88.0,-84.0,44.0,"Calabarzon, Philippines",-81.8
147274,PH,Philippines,Calabarzon,,2020-04-11,-81.0,-66.0,-68.0,-83.0,-69.0,33.0,"Calabarzon, Philippines",-73.4
147275,PH,Philippines,Calabarzon,,2020-04-12,-82.0,-68.0,-68.0,-84.0,-59.0,26.0,"Calabarzon, Philippines",-72.2
147276,PH,Philippines,Calabarzon,,2020-04-13,-74.0,-59.0,-54.0,-81.0,-74.0,36.0,"Calabarzon, Philippines",-68.4
147277,PH,Philippines,Calabarzon,,2020-04-14,-73.0,-56.0,-55.0,-77.0,-75.0,36.0,"Calabarzon, Philippines",-67.2
147278,PH,Philippines,Calabarzon,,2020-04-15,-73.0,-58.0,-56.0,-79.0,-74.0,36.0,"Calabarzon, Philippines",-68.0
147279,PH,Philippines,Calabarzon,,2020-04-16,-75.0,-59.0,-56.0,-80.0,-75.0,37.0,"Calabarzon, Philippines",-69.0
147280,PH,Philippines,Calabarzon,,2020-04-17,-78.0,-61.0,-59.0,-82.0,-73.0,40.0,"Calabarzon, Philippines",-70.6
147281,PH,Philippines,Calabarzon,,2020-04-18,-79.0,-63.0,-66.0,-82.0,-63.0,31.0,"Calabarzon, Philippines",-70.6
147282,PH,Philippines,Calabarzon,,2020-04-19,-82.0,-68.0,-69.0,-84.0,-56.0,26.0,"Calabarzon, Philippines",-71.8
147283,PH,Philippines,Calabarzon,,2020-04-20,-74.0,-60.0,-55.0,-82.0,-73.0,36.0,"Calabarzon, Philippines",-68.8
147284,PH,Philippines,Calabarzon,,2020-04-21,-75.0,-60.0,-57.0,-79.0,-74.0,36.0,"Calabarzon, Philippines",-69.0
147285,PH,Philippines,Calabarzon,,2020-04-22,-77.0,-64.0,-57.0,-81.0,-74.0,36.0,"Calabarzon, Philippines",-70.6
147286,PH,Philippines,Calabarzon,,2020-04-23,-77.0,-64.0,-58.0,-81.0,-74.0,37.0,"Calabarzon, Philippines",-70.8
147287,PH,Philippines,Calabarzon,,2020-04-24,-79.0,-64.0,-60.0,-83.0,-73.0,39.0,"Calabarzon, Philippines",-71.8
147288,PH,Philippines,Calabarzon,,2020-04-25,-79.0,-64.0,-65.0,-83.0,-62.0,32.0,"Calabarzon, Philippines",-70.6
147289,PH,Philippines,Calabarzon,,2020-04-26,-82.0,-70.0,-69.0,-84.0,-56.0,27.0,"Calabarzon, Philippines",-72.2
147290,PH,Philippines,Calabarzon,,2020-04-27,-75.0,-62.0,-55.0,-81.0,-71.0,36.0,"Calabarzon, Philippines",-68.8
147291,PH,Philippines,Calabarzon,,2020-04-28,-73.0,-57.0,-56.0,-78.0,-72.0,35.0,"Calabarzon, Philippines",-67.2
147292,PH,Philippines,Calabarzon,,2020-04-29,-73.0,-56.0,-57.0,-78.0,-71.0,34.0,"Calabarzon, Philippines",-67.0
147293,PH,Philippines,Calabarzon,,2020-04-30,-82.0,-49.0,-78.0,-71.0,-71.0,35.0,"Calabarzon, Philippines",-70.2
147294,PH,Philippines,Calabarzon,,2020-05-01,-85.0,-55.0,-81.0,-75.0,-76.0,40.0,"Calabarzon, Philippines",-74.4
147295,PH,Philippines,Calabarzon,,2020-05-02,-86.0,-56.0,-83.0,-74.0,-61.0,31.0,"Calabarzon, Philippines",-72.0
147296,PH,Philippines,Calabarzon,,2020-05-03,-89.0,-66.0,-84.0,-78.0,-54.0,26.0,"Calabarzon, Philippines",-74.2
147297,PH,Philippines,Calabarzon,,2020-05-04,-83.0,-55.0,-79.0,-74.0,-69.0,35.0,"Calabarzon, Philippines",-72.0
147298,PH,Philippines,Calabarzon,,2020-05-05,-82.0,-49.0,-78.0,-69.0,-70.0,35.0,"Calabarzon, Philippines",-69.6
147299,PH,Philippines,Calabarzon,,2020-05-06,-82.0,-49.0,-78.0,-69.0,-70.0,35.0,"Calabarzon, Philippines",-69.6
147300,PH,Philippines,Calabarzon,,2020-05-07,-80.0,-49.0,-78.0,-69.0,-69.0,35.0,"Calabarzon, Philippines",-69.0
147301,PH,Philippines,Calabarzon,,2020-05-08,-81.0,-48.0,-78.0,-70.0,-67.0,37.0,"Calabarzon, Philippines",-68.8
147302,PH,Philippines,Calabarzon,,2020-05-09,-81.0,-47.0,-81.0,-70.0,-55.0,30.0,"Calabarzon, Philippines",-66.8
147303,PH,Philippines,Calabarzon,,2020-05-10,-81.0,-55.0,-82.0,-72.0,-48.0,24.0,"Calabarzon, Philippines",-67.6
147304,PH,Philippines,Calabarzon,,2020-05-11,-79.0,-47.0,-75.0,-71.0,-66.0,34.0,"Calabarzon, Philippines",-67.6
